73.87,84.36,1005.65, -14350.00,560.00,-1680.00
76.13,80.28,1004.61, -14770.00,11200.00,-21630.00
78.93,75.46,1003.45, -27440.00,8750.00,-19530.00
82.59,70.58,1001.80, 11340.00,-7840.00,-3150.00
86.62,58.19,998.45, 4970.00,-8470.00,21210.00
89.24,36.72,994.12, -1400.00,7420.00,27790.00
88.57,15.37,991.80, -11970.00,22050.00,-980.00
87.29,2.44,991.13, 3570.00,-2030.00,-1330.00
86.01,-4.21,990.70, 8960.00,1960.00,-8260.00
84.85,-6.83,991.43, 10150.00,70.00,-3080.00
83.94,-7.56,992.29, 18830.00,-8050.00,-2660.00
83.51,-7.50,993.08, 8260.00,2800.00,-7490.00
84.18,-5.49,994.18, 39970.00,-350.00,8750.00
84.00,-2.32,995.70, 13160.00,-1330.00,-5460.00
83.94,1.95,997.04, -6020.00,13020.00,770.00
82.41,5.12,997.59, -12740.00,13370.00,-1680.00
78.63,7.14,998.39, -26390.00,6300.00,-4970.00
74.30,9.09,998.69, -18970.00,6090.00,-7000.00
69.48,12.51,999.67, 3990.00,630.00,-12390.00
66.49,22.88,1003.88, 8680.00,-5600.00,-10430.00
66.06,34.47,1008.21, 12950.00,-14140.00,10710.00
65.21,36.97,1009.24, -2450.00,-6790.00,1260.00
63.26,33.85,1009.12, -9520.00,-1190.00,840.00
61.12,29.77,1008.94, -4900.00,-6720.00,-3150.00
60.21,25.32,1007.05, 16590.00,-21350.00,-6860.00
61.55,22.51,1004.24, 21980.00,-3430.00,2800.00
64.05,22.33,1002.11, 20510.00,-4270.00,-3080.00
66.06,23.24,1001.74, 6370.00,7070.00,-420.00
68.38,25.56,1003.39, 490.00,2730.00,2380.00
70.03,27.51,1006.13, -350.00,-560.00,9380.00
71.13,29.40,1006.93, 21910.00,-14840.00,8960.00
73.63,30.26,1004.67, 5110.00,-2310.00,19040.00
73.93,21.84,1002.60, -10080.00,23870.00,29470.00
68.87,3.54,1000.46, 9240.00,2030.00,-910.00
65.27,-6.34,1001.62, -11480.00,4200.00,-19880.00
64.97,-7.20,1002.96, -8120.00,-6580.00,-4550.00
64.42,-5.49,1002.54, 19670.00,-9240.00,-24780.00
65.94,1.71,1003.21, -12040.00,-7770.00,6510.00
67.28,7.01,1002.84, -4690.00,1470.00,-12250.00
67.95,9.94,1002.47, 2870.00,-3780.00,-8680.00
69.24,12.57,1002.23, -490.00,-2100.00,-8330.00
70.21,14.40,1002.66, -12390.00,6020.00,-11830.00
71.07,15.37,1002.47, 5670.00,-3850.00,-3640.00
72.16,15.98,1002.41, 2170.00,-1190.00,-6160.00
74.18,16.77,1003.63, 840.00,7490.00,-1190.00
75.70,17.02,1003.51, 17290.00,4130.00,-1890.00
75.09,19.22,1002.29, 9450.00,13790.00,-1120.00
72.53,25.93,1002.17, 11900.00,9380.00,-420.00
69.30,37.94,1004.30, 7140.00,2450.00,7350.00
66.31,51.73,1007.05, -700.00,-9520.00,2240.00
63.99,60.82,1007.23, -1820.00,-11620.00,-1820.00
62.65,65.39,1007.60, 350.00,-8120.00,6230.00
61.79,67.59,1008.88, -2030.00,-8330.00,980.00
61.73,69.42,1009.12, 12530.00,-18830.00,-490.00
63.01,71.49,1008.45, 70.00,-9100.00,-9240.00
65.64,73.44,1007.84, -15260.00,5250.00,-14140.00
68.01,73.20,1006.26, 9520.00,-4270.00,-17360.00
71.00,71.49,1004.30, 7000.00,-1050.00,-3430.00
76.62,69.11,1001.07, 6790.00,-4130.00,-1120.00
82.96,68.38,998.08, 24500.00,10080.00,14840.00
85.46,66.67,998.27, -2590.00,20020.00,21420.00
83.08,56.55,997.84, 31010.00,-3080.00,25970.00
78.87,45.99,999.42, -4200.00,10780.00,-14420.00
76.68,43.68,1002.90, -14910.00,6650.00,1470.00
74.48,45.75,1005.10, -41790.00,13160.00,-2870.00
71.68,46.91,1005.34, -10080.00,1610.00,8610.00
69.60,47.03,1003.69, -3360.00,-3850.00,12390.00
67.22,47.70,1001.74, 11130.00,-11270.00,10710.00
66.86,51.00,1000.71, 5460.00,-8050.00,280.00
67.65,53.25,1000.95, -19390.00,11200.00,12950.00
67.28,53.31,1000.46, 1890.00,9450.00,7560.00
66.12,55.08,999.85, 16660.00,4410.00,13230.00
65.88,63.50,1000.52, 24850.00,-280.00,15470.00
66.43,77.90,1003.76, -9660.00,4620.00,6790.00
64.90,89.67,1002.05, -350.00,-19600.00,-3920.00
