@relation imu_motion_train_raw

@attribute gyro_x numeric
@attribute gyro_y numeric
@attribute gyro_z numeric
@attribute mag_x numeric
@attribute mag_y numeric
@attribute mag_z numeric
@attribute acc_x numeric
@attribute acc_y numeric
@attribute acc_z numeric
@attribute label {cross,rotate_wrist,up_down}

@data
238.087000,14.840000,-32.847000,34.300000,-37.000000,-48.700000,0.119000,0.356000,0.910000,rotate_wrist
235.515000,12.617000,-28.892000,33.100000,-38.100000,-47.800000,0.075000,0.417000,0.931000,rotate_wrist
224.892000,8.855000,-28.542000,32.200000,-38.200000,-47.400000,0.018000,0.493000,0.928000,rotate_wrist
205.572000,8.172000,-32.252000,32.700000,-39.400000,-46.500000,-0.024000,0.563000,0.988000,rotate_wrist
197.907000,11.795000,-34.930000,32.100000,-40.000000,-46.200000,-0.039000,0.625000,0.961000,rotate_wrist
194.740000,14.280000,-39.147000,32.100000,-40.900000,-45.900000,-0.032000,0.674000,0.906000,rotate_wrist
198.205000,14.262000,-42.945000,31.900000,-41.400000,-44.800000,0.002000,0.688000,0.834000,rotate_wrist
209.702000,12.390000,-43.067000,32.700000,-41.800000,-45.000000,0.065000,0.612000,0.801000,rotate_wrist
228.095000,11.305000,-36.925000,31.900000,-42.900000,-43.000000,0.122000,0.577000,0.774000,rotate_wrist
248.115000,9.992000,-29.190000,31.200000,-43.200000,-41.800000,0.100000,0.625000,0.719000,rotate_wrist
289.590000,10.692000,-18.375000,31.200000,-43.500000,-41.400000,0.022000,0.736000,0.769000,rotate_wrist
299.617000,14.087000,-15.662000,31.600000,-45.100000,-39.300000,-0.009000,0.814000,0.795000,rotate_wrist
300.247000,17.570000,-15.592000,31.900000,-46.000000,-39.400000,-0.034000,0.862000,0.796000,rotate_wrist
295.977000,22.225000,-17.500000,31.500000,-46.200000,-38.100000,-0.037000,0.907000,0.789000,rotate_wrist
286.247000,27.405000,-20.982000,31.600000,-45.900000,-36.600000,-0.029000,0.935000,0.755000,rotate_wrist
272.562000,30.275000,-24.902000,31.500000,-47.100000,-35.500000,0.004000,0.953000,0.678000,rotate_wrist
262.587000,31.675000,-27.212000,30.700000,-47.700000,-34.600000,0.051000,0.960000,0.593000,rotate_wrist
268.362000,28.297000,-29.172000,31.000000,-47.700000,-33.400000,0.065000,1.040000,0.265000,rotate_wrist
290.272000,22.137000,-30.135000,30.300000,-47.800000,-32.200000,0.104000,1.048000,0.107000,rotate_wrist
324.257000,20.650000,-27.947000,30.700000,-48.000000,-31.800000,0.157000,1.020000,0.076000,rotate_wrist
359.187000,26.040000,-23.117000,30.300000,-48.700000,-29.700000,0.135000,0.994000,0.038000,rotate_wrist
382.357000,31.850000,-19.267000,30.300000,-48.400000,-27.100000,0.072000,0.969000,0.042000,rotate_wrist
388.045000,36.417000,-17.202000,29.800000,-48.600000,-26.700000,0.000000,0.978000,0.056000,rotate_wrist
380.992000,38.255000,-17.797000,29.500000,-48.900000,-24.400000,-0.058000,0.989000,0.012000,rotate_wrist
346.587000,34.282000,-21.157000,29.800000,-48.400000,-22.300000,-0.080000,0.965000,-0.133000,rotate_wrist
323.207000,29.715000,-21.087000,30.000000,-48.400000,-21.400000,-0.059000,1.040000,-0.240000,rotate_wrist
310.555000,18.340000,-22.610000,29.800000,-48.100000,-19.600000,-0.065000,1.103000,-0.348000,rotate_wrist
310.152000,4.602000,-27.877000,29.700000,-47.700000,-19.600000,-0.077000,1.190000,-0.352000,rotate_wrist
315.735000,-6.492000,-36.732000,30.100000,-47.500000,-16.500000,-0.086000,1.259000,-0.316000,rotate_wrist
328.230000,-10.710000,-44.450000,29.500000,-46.200000,-16.000000,-0.053000,1.256000,-0.278000,rotate_wrist
352.082000,-6.177000,-45.745000,29.100000,-46.300000,-15.100000,0.000000,1.164000,-0.254000,rotate_wrist
392.542000,14.770000,-35.490000,28.900000,-45.300000,-12.600000,0.107000,0.917000,-0.171000,rotate_wrist
395.535000,22.925000,-27.317000,29.400000,-44.500000,-11.400000,0.077000,0.815000,-0.158000,rotate_wrist
381.937000,31.202000,-22.715000,29.500000,-42.900000,-9.400000,-0.080000,0.776000,-0.213000,rotate_wrist
356.212000,37.957000,-22.890000,29.500000,-41.800000,-8.200000,-0.164000,0.726000,-0.332000,rotate_wrist
327.652000,40.757000,-25.655000,28.500000,-41.400000,-7.300000,-0.195000,0.682000,-0.447000,rotate_wrist
296.310000,36.697000,-29.085000,28.200000,-39.900000,-6.400000,-0.200000,0.663000,-0.568000,rotate_wrist
264.530000,28.262000,-33.722000,28.800000,-39.400000,-5.800000,-0.177000,0.648000,-0.660000,rotate_wrist
215.722000,4.952000,-36.732000,27.900000,-38.200000,-5.100000,-0.103000,0.624000,-0.920000,rotate_wrist
216.667000,-8.557000,-34.317000,28.300000,-37.300000,-4.200000,-0.045000,0.622000,-0.974000,rotate_wrist
230.667000,-15.732000,-30.712000,28.900000,-36.700000,-3.900000,-0.041000,0.644000,-0.908000,rotate_wrist
247.887000,-16.642000,-26.530000,28.200000,-35.800000,-3.100000,-0.040000,0.663000,-0.823000,rotate_wrist
265.142000,-12.862000,-23.835000,28.200000,-35.100000,-2.400000,-0.051000,0.665000,-0.745000,rotate_wrist
274.995000,-6.177000,-23.432000,28.200000,-33.400000,-1.800000,-0.089000,0.635000,-0.674000,rotate_wrist
270.970000,3.185000,-23.642000,28.300000,-32.200000,-0.900000,-0.096000,0.559000,-0.610000,rotate_wrist
238.857000,21.105000,-21.787000,27.700000,-31.000000,-0.300000,-0.084000,0.425000,-0.732000,rotate_wrist
220.010000,19.967000,-21.910000,27.700000,-29.700000,0.600000,-0.109000,0.394000,-0.903000,rotate_wrist
205.467000,9.852000,-21.630000,28.900000,-28.800000,0.000000,-0.125000,0.360000,-1.049000,rotate_wrist
199.202000,-2.187000,-20.895000,28.000000,-28.200000,0.400000,-0.123000,0.344000,-1.085000,rotate_wrist
198.432000,-11.497000,-20.825000,27.400000,-26.700000,0.700000,-0.121000,0.364000,-1.091000,rotate_wrist
204.242000,-19.285000,-22.452000,29.400000,-26.500000,1.200000,-0.127000,0.397000,-1.132000,rotate_wrist
222.285000,-24.535000,-24.955000,28.200000,-25.200000,0.300000,-0.113000,0.396000,-1.155000,rotate_wrist
280.997000,-19.075000,-27.842000,27.600000,-23.500000,1.300000,-0.109000,0.332000,-1.076000,rotate_wrist
307.562000,-8.172000,-29.645000,27.900000,-23.400000,1.600000,-0.098000,0.355000,-1.003000,rotate_wrist
316.067000,0.402000,-33.232000,27.400000,-21.600000,0.700000,-0.073000,0.328000,-0.952000,rotate_wrist
305.882000,3.815000,-38.377000,27.700000,-20.200000,1.900000,-0.088000,0.273000,-0.899000,rotate_wrist
281.032000,3.517000,-47.425000,28.800000,-18.600000,1.800000,-0.134000,0.206000,-0.824000,rotate_wrist
243.600000,1.557000,-58.642000,27.700000,-17.800000,0.000000,-0.179000,0.156000,-0.769000,rotate_wrist
199.972000,-7.367000,-71.487000,27.900000,-15.600000,0.700000,-0.177000,0.059000,-0.832000,rotate_wrist
134.207000,-23.957000,-82.092000,27.900000,-15.400000,0.900000,-0.126000,-0.124000,-0.902000,rotate_wrist
137.235000,-24.990000,-83.982000,27.700000,-15.000000,1.600000,-0.137000,-0.178000,-0.938000,rotate_wrist
159.197000,-20.912000,-82.845000,26.800000,-14.500000,1.000000,-0.080000,-0.218000,-0.967000,rotate_wrist
195.055000,-12.302000,-77.892000,27.100000,-13.300000,0.700000,-0.023000,-0.288000,-0.987000,rotate_wrist
238.945000,-2.397000,-73.552000,27.000000,-13.200000,-0.100000,-0.023000,-0.244000,-1.026000,rotate_wrist
272.282000,2.852000,-71.890000,27.600000,-12.100000,-0.900000,-0.013000,-0.232000,-1.061000,rotate_wrist
286.702000,0.017000,-71.820000,28.300000,-10.500000,-0.100000,0.005000,-0.244000,-1.059000,rotate_wrist
256.025000,-15.855000,-76.492000,27.100000,-9.400000,-1.500000,-0.036000,-0.412000,-0.735000,rotate_wrist
208.967000,-25.375000,-77.262000,27.400000,-8.100000,-1.300000,-0.015000,-0.466000,-0.626000,rotate_wrist
159.897000,-34.142000,-79.275000,28.000000,-7.200000,-2.100000,-0.033000,-0.477000,-0.602000,rotate_wrist
121.695000,-41.037000,-83.947000,28.200000,-6.700000,-2.100000,-0.088000,-0.455000,-0.672000,rotate_wrist
99.872000,-48.807000,-90.072000,27.700000,-6.700000,-2.400000,-0.106000,-0.420000,-0.780000,rotate_wrist
99.610000,-54.250000,-96.180000,27.300000,-6.600000,-2.200000,-0.049000,-0.422000,-0.842000,rotate_wrist
121.257000,-51.327000,-96.757000,28.000000,-6.300000,-3.000000,0.056000,-0.518000,-0.898000,rotate_wrist
187.617000,-32.760000,-78.942000,28.200000,-6.000000,-3.000000,0.092000,-0.662000,-0.855000,rotate_wrist
210.122000,-26.040000,-68.757000,28.500000,-4.000000,-4.300000,0.044000,-0.657000,-0.804000,rotate_wrist
219.695000,-24.482000,-62.947000,28.000000,-3.700000,-4.600000,0.022000,-0.665000,-0.806000,rotate_wrist
216.370000,-28.700000,-59.062000,27.300000,-3.300000,-5.400000,0.017000,-0.714000,-0.754000,rotate_wrist
198.817000,-35.035000,-54.985000,28.800000,-2.100000,-5.400000,-0.004000,-0.782000,-0.596000,rotate_wrist
169.015000,-39.777000,-52.010000,27.600000,-1.600000,-5.800000,-0.037000,-0.800000,-0.406000,rotate_wrist
133.822000,-39.917000,-50.417000,28.000000,-2.100000,-7.000000,-0.052000,-0.821000,-0.323000,rotate_wrist
89.705000,-37.502000,-49.350000,28.200000,-1.200000,-6.300000,-0.120000,-0.820000,-0.432000,rotate_wrist
88.900000,-31.920000,-49.315000,28.300000,-0.900000,-6.400000,-0.107000,-0.842000,-0.445000,rotate_wrist
93.432000,-23.257000,-45.972000,28.000000,-1.600000,-6.900000,-0.068000,-0.879000,-0.462000,rotate_wrist
98.752000,-14.665000,-39.042000,27.700000,-0.600000,-8.100000,-0.024000,-0.894000,-0.523000,rotate_wrist
105.560000,-8.032000,-30.905000,28.000000,-0.700000,-8.400000,0.002000,-0.935000,-0.534000,rotate_wrist
108.570000,-2.310000,-22.032000,29.100000,-0.600000,-7.800000,0.008000,-0.929000,-0.545000,rotate_wrist
107.397000,0.385000,-16.485000,28.200000,-0.300000,-8.700000,-0.039000,-0.867000,-0.581000,rotate_wrist
92.872000,-4.882000,-16.135000,28.900000,1.000000,-9.100000,-0.061000,-0.846000,-0.529000,rotate_wrist
80.622000,-6.335000,-18.532000,29.200000,0.300000,-9.600000,-0.067000,-0.818000,-0.492000,rotate_wrist
67.445000,-7.717000,-21.245000,28.200000,0.900000,-10.200000,-0.066000,-0.846000,-0.491000,rotate_wrist
59.535000,-7.980000,-21.892000,28.600000,0.900000,-10.300000,-0.051000,-0.884000,-0.476000,rotate_wrist
55.230000,-6.370000,-20.790000,29.400000,0.700000,-9.700000,-0.043000,-0.894000,-0.487000,rotate_wrist
55.072000,-4.182000,-19.495000,28.600000,0.300000,-10.000000,-0.049000,-0.898000,-0.504000,rotate_wrist
55.825000,-2.257000,-18.060000,29.100000,0.700000,-11.200000,-0.050000,-0.896000,-0.518000,rotate_wrist
52.692000,-1.925000,-14.822000,29.200000,1.500000,-11.200000,-0.023000,-0.891000,-0.586000,rotate_wrist
50.592000,-4.532000,-12.092000,28.900000,1.800000,-10.900000,-0.030000,-0.878000,-0.620000,rotate_wrist
50.505000,-7.962000,-10.605000,29.400000,1.800000,-10.600000,-0.050000,-0.868000,-0.590000,rotate_wrist
47.127000,-10.097000,-11.112000,29.700000,1.300000,-12.000000,-0.084000,-0.838000,-0.542000,rotate_wrist
40.407000,-12.495000,-12.530000,29.500000,1.800000,-10.500000,-0.091000,-0.854000,-0.515000,rotate_wrist
35.892000,-13.650000,-13.405000,30.100000,2.500000,-11.200000,-0.084000,-0.874000,-0.458000,rotate_wrist
33.547000,-11.305000,-13.317000,29.200000,1.900000,-12.900000,-0.061000,-0.893000,-0.411000,rotate_wrist
24.080000,-11.392000,-11.690000,29.400000,1.200000,-11.800000,-0.046000,-0.907000,-0.440000,rotate_wrist
15.907000,-14.822000,-10.587000,28.900000,2.200000,-11.800000,-0.035000,-0.933000,-0.383000,rotate_wrist
1.382000,-17.570000,-8.190000,28.200000,2.100000,-11.800000,-0.032000,-0.965000,-0.305000,rotate_wrist
-19.670000,-20.212000,-4.532000,28.800000,2.700000,-12.400000,-0.045000,-0.971000,-0.261000,rotate_wrist
-42.262000,-21.560000,0.192000,28.600000,1.900000,-10.900000,-0.060000,-0.964000,-0.237000,rotate_wrist
-62.037000,-20.405000,4.515000,29.200000,1.800000,-10.900000,-0.063000,-0.923000,-0.242000,rotate_wrist
-79.835000,-19.250000,7.735000,29.400000,1.500000,-10.900000,-0.062000,-0.862000,-0.291000,rotate_wrist
-116.917000,-23.590000,11.707000,28.900000,1.500000,-9.300000,-0.063000,-0.812000,-0.367000,rotate_wrist
-132.510000,-27.055000,13.020000,27.600000,1.500000,-9.000000,-0.073000,-0.798000,-0.368000,rotate_wrist
-148.750000,-29.942000,12.740000,28.200000,1.200000,-8.500000,-0.092000,-0.757000,-0.407000,rotate_wrist
-164.272000,-31.920000,10.780000,28.900000,0.000000,-8.500000,-0.105000,-0.763000,-0.428000,rotate_wrist
-180.337000,-33.127000,9.957000,27.400000,-0.300000,-7.300000,-0.117000,-0.771000,-0.465000,rotate_wrist
-201.565000,-35.437000,9.590000,28.500000,-0.900000,-6.600000,-0.117000,-0.760000,-0.544000,rotate_wrist
-226.765000,-42.805000,12.092000,27.900000,-2.500000,-6.300000,-0.138000,-0.765000,-0.677000,rotate_wrist
-266.315000,-65.957000,25.217000,27.000000,-3.000000,-4.600000,-0.117000,-0.681000,-0.788000,rotate_wrist
-283.902000,-75.180000,30.240000,27.600000,-3.400000,-3.900000,-0.152000,-0.540000,-0.810000,rotate_wrist
-293.037000,-79.257000,30.992000,27.300000,-4.900000,-2.400000,-0.183000,-0.468000,-0.804000,rotate_wrist
-292.460000,-76.597000,28.665000,26.100000,-6.300000,-2.200000,-0.172000,-0.451000,-0.777000,rotate_wrist
-289.152000,-69.895000,26.460000,26.100000,-7.500000,-0.900000,-0.143000,-0.448000,-0.775000,rotate_wrist
-288.295000,-61.477000,28.857000,25.200000,-8.500000,0.000000,-0.099000,-0.512000,-0.780000,rotate_wrist
-292.232000,-45.972000,44.362000,24.900000,-9.000000,0.700000,-0.098000,-0.605000,-0.786000,rotate_wrist
-306.635000,-41.527000,53.270000,24.700000,-11.400000,1.000000,-0.191000,-0.722000,-0.759000,rotate_wrist
-324.397000,-41.615000,61.950000,24.600000,-12.700000,1.900000,-0.189000,-0.683000,-0.756000,rotate_wrist
-347.550000,-44.782000,72.765000,24.000000,-14.500000,2.500000,-0.184000,-0.664000,-0.801000,rotate_wrist
-370.545000,-51.047000,85.155000,23.800000,-16.000000,3.600000,-0.151000,-0.577000,-0.817000,rotate_wrist
-392.350000,-58.397000,99.785000,22.900000,-18.100000,3.100000,-0.094000,-0.517000,-0.829000,rotate_wrist
-408.590000,-64.767000,117.390000,21.600000,-20.100000,3.300000,-0.067000,-0.426000,-0.818000,rotate_wrist
-417.550000,-63.997000,143.570000,22.000000,-21.300000,3.900000,-0.077000,-0.293000,-0.763000,rotate_wrist
-411.845000,-52.605000,152.792000,21.700000,-24.100000,3.600000,-0.022000,-0.073000,-0.685000,rotate_wrist
-401.520000,-39.900000,160.475000,22.200000,-26.200000,3.100000,-0.014000,0.018000,-0.719000,rotate_wrist
-392.280000,-33.092000,166.092000,21.000000,-27.700000,2.700000,-0.024000,0.152000,-0.757000,rotate_wrist
-384.947000,-32.287000,168.140000,21.600000,-30.700000,2.400000,-0.053000,0.277000,-0.790000,rotate_wrist
-380.432000,-37.415000,167.562000,21.700000,-33.000000,1.600000,-0.102000,0.390000,-0.804000,rotate_wrist
-375.707000,-44.520000,161.980000,21.600000,-33.400000,1.300000,-0.174000,0.544000,-0.810000,rotate_wrist
-366.187000,-58.415000,131.845000,22.000000,-35.200000,0.100000,-0.230000,0.703000,-0.786000,rotate_wrist
-358.785000,-63.612000,111.160000,23.200000,-37.300000,-1.200000,-0.307000,0.940000,-0.767000,rotate_wrist
-346.272000,-65.782000,90.685000,22.900000,-38.200000,-2.200000,-0.306000,0.983000,-0.739000,rotate_wrist
-330.120000,-63.787000,72.205000,22.300000,-40.500000,-3.000000,-0.284000,0.997000,-0.701000,rotate_wrist
-309.505000,-56.700000,59.080000,22.000000,-41.100000,-3.900000,-0.232000,0.978000,-0.654000,rotate_wrist
-284.392000,-46.147000,54.057000,22.600000,-42.400000,-5.500000,-0.169000,0.910000,-0.663000,rotate_wrist
-258.580000,-37.205000,58.047000,22.500000,-43.500000,-5.100000,-0.122000,0.817000,-0.669000,rotate_wrist
-220.552000,-24.045000,75.897000,23.200000,-43.800000,-6.600000,-0.112000,0.766000,-0.651000,rotate_wrist
-215.040000,-18.287000,77.945000,22.600000,-45.000000,-7.000000,-0.242000,0.841000,-0.545000,rotate_wrist
-221.515000,-14.997000,74.340000,23.700000,-45.300000,-8.200000,-0.296000,0.882000,-0.494000,rotate_wrist
-238.140000,-15.470000,68.127000,23.800000,-46.200000,-8.800000,-0.321000,0.911000,-0.471000,rotate_wrist
-260.085000,-20.597000,61.250000,23.800000,-46.500000,-10.300000,-0.302000,0.922000,-0.458000,rotate_wrist
-283.010000,-28.822000,55.807000,23.400000,-47.700000,-12.400000,-0.284000,0.904000,-0.437000,rotate_wrist
-300.632000,-36.715000,51.625000,24.000000,-48.700000,-14.700000,-0.259000,0.888000,-0.411000,rotate_wrist
-320.197000,-41.825000,52.185000,23.800000,-49.500000,-15.100000,-0.217000,0.856000,-0.369000,rotate_wrist
-329.507000,-39.707000,54.162000,23.100000,-49.500000,-17.200000,-0.216000,0.864000,-0.239000,rotate_wrist
-338.887000,-37.765000,56.577000,24.600000,-49.800000,-18.600000,-0.209000,0.876000,-0.201000,rotate_wrist
-351.592000,-36.347000,58.502000,24.600000,-51.000000,-21.000000,-0.223000,0.892000,-0.101000,rotate_wrist
-372.330000,-35.717000,58.800000,25.000000,-51.600000,-22.600000,-0.251000,0.923000,0.001000,rotate_wrist
-391.615000,-36.085000,58.642000,25.500000,-51.600000,-24.000000,-0.237000,0.912000,0.067000,rotate_wrist
-403.077000,-34.195000,60.900000,25.300000,-51.000000,-26.800000,-0.205000,0.919000,0.133000,rotate_wrist
-410.025000,-28.630000,65.205000,25.900000,-52.000000,-28.200000,-0.161000,0.961000,0.135000,rotate_wrist
-408.975000,-31.377000,68.617000,26.400000,-51.600000,-30.100000,-0.098000,1.018000,0.100000,rotate_wrist
-404.880000,-37.117000,72.362000,27.000000,-51.100000,-32.100000,-0.084000,1.029000,0.116000,rotate_wrist
-401.152000,-44.170000,74.917000,27.100000,-50.500000,-34.300000,-0.082000,1.064000,0.156000,rotate_wrist
-398.055000,-51.730000,76.282000,28.000000,-51.100000,-35.800000,-0.093000,1.075000,0.223000,rotate_wrist
-392.455000,-57.627000,75.705000,28.900000,-49.500000,-37.000000,-0.124000,1.101000,0.332000,rotate_wrist
-386.242000,-60.322000,71.487000,29.100000,-50.100000,-38.700000,-0.152000,1.132000,0.447000,rotate_wrist
-359.170000,-54.547000,58.240000,29.100000,-48.100000,-40.000000,-0.134000,1.128000,0.544000,rotate_wrist
-329.227000,-49.980000,53.042000,30.600000,-47.400000,-41.700000,-0.029000,1.045000,0.536000,rotate_wrist
-292.302000,-46.515000,49.805000,29.400000,-46.500000,-43.600000,0.027000,0.951000,0.536000,rotate_wrist
-258.632000,-44.432000,48.352000,30.600000,-45.400000,-44.500000,0.090000,0.857000,0.566000,rotate_wrist
-234.780000,-43.925000,49.245000,31.600000,-44.700000,-45.300000,0.139000,0.777000,0.569000,rotate_wrist
-221.917000,-47.075000,51.485000,31.200000,-44.400000,-45.600000,0.145000,0.721000,0.564000,rotate_wrist
-220.325000,-55.842000,51.852000,31.200000,-43.900000,-46.800000,0.128000,0.706000,0.537000,rotate_wrist
-224.735000,-85.487000,45.237000,32.400000,-42.700000,-46.800000,0.126000,0.728000,0.612000,rotate_wrist
-219.450000,-94.535000,39.865000,33.000000,-41.700000,-47.400000,0.099000,0.728000,0.750000,rotate_wrist
-210.420000,-93.677000,33.442000,33.600000,-41.100000,-47.700000,0.071000,0.703000,0.899000,rotate_wrist
-200.165000,-84.367000,27.930000,33.700000,-39.900000,-48.300000,0.101000,0.643000,1.041000,rotate_wrist
-191.222000,-68.757000,27.755000,34.300000,-39.100000,-47.800000,0.157000,0.536000,1.143000,rotate_wrist
-184.537000,-52.167000,31.272000,34.900000,-39.300000,-48.600000,0.184000,0.479000,1.153000,rotate_wrist
-183.452000,-37.485000,36.155000,34.800000,-38.400000,-49.000000,0.208000,0.435000,1.161000,rotate_wrist
-200.970000,-9.660000,49.752000,35.100000,-37.500000,-49.300000,0.246000,0.457000,1.119000,rotate_wrist
-214.707000,-1.050000,53.340000,34.800000,-36.400000,-50.100000,0.207000,0.505000,1.014000,rotate_wrist
-230.230000,1.067000,52.500000,35.700000,-35.100000,-50.200000,0.157000,0.542000,0.978000,rotate_wrist
-244.510000,-0.280000,45.675000,34.800000,-34.600000,-50.500000,0.106000,0.574000,0.948000,rotate_wrist
-249.970000,-4.567000,35.280000,36.300000,-33.000000,-52.600000,0.106000,0.546000,0.889000,rotate_wrist
-245.525000,-8.855000,27.475000,34.500000,-31.900000,-52.300000,0.142000,0.480000,0.878000,rotate_wrist
-238.140000,-10.377000,23.397000,35.700000,-30.700000,-52.600000,0.152000,0.436000,0.908000,rotate_wrist
-228.882000,-9.047000,15.767000,35.500000,-30.700000,-52.500000,0.150000,0.297000,0.955000,rotate_wrist
-222.145000,-5.565000,16.852000,35.200000,-29.100000,-53.200000,0.211000,0.193000,1.027000,rotate_wrist
-219.152000,1.890000,20.930000,35.400000,-28.000000,-52.900000,0.245000,0.169000,1.089000,rotate_wrist
-227.692000,9.957000,21.595000,35.400000,-26.200000,-53.800000,0.229000,0.173000,1.085000,rotate_wrist
-243.442000,12.705000,18.725000,36.300000,-25.500000,-53.400000,0.202000,0.114000,1.060000,rotate_wrist
-254.380000,11.812000,15.592000,35.500000,-24.400000,-54.100000,0.177000,0.091000,1.029000,rotate_wrist
-254.870000,9.572000,13.177000,35.100000,-22.900000,-54.400000,0.149000,0.061000,0.995000,rotate_wrist
-232.977000,7.070000,7.227000,35.800000,-22.000000,-54.300000,0.126000,0.014000,0.927000,rotate_wrist
-212.537000,5.810000,4.935000,35.200000,-20.400000,-53.800000,0.153000,-0.051000,0.891000,rotate_wrist
-189.262000,4.287000,8.032000,35.700000,-19.600000,-54.300000,0.195000,-0.145000,0.880000,rotate_wrist
-171.307000,3.535000,14.245000,36.600000,-20.200000,-54.000000,0.192000,-0.212000,0.906000,rotate_wrist
-165.602000,4.217000,18.060000,35.200000,-18.300000,-53.800000,0.172000,-0.234000,0.937000,rotate_wrist
-169.505000,4.900000,18.497000,35.200000,-16.600000,-53.100000,0.145000,-0.279000,0.959000,rotate_wrist
-179.060000,5.005000,15.960000,34.600000,-16.600000,-53.700000,0.127000,-0.300000,0.982000,rotate_wrist
-206.605000,5.862000,12.845000,34.600000,-14.500000,-53.500000,0.148000,-0.400000,0.992000,rotate_wrist
-213.167000,5.862000,13.965000,34.800000,-14.700000,-52.600000,0.154000,-0.413000,0.960000,rotate_wrist
-212.992000,4.882000,14.822000,34.900000,-13.900000,-52.600000,0.140000,-0.414000,0.910000,rotate_wrist
-209.720000,3.377000,15.417000,34.600000,-13.200000,-52.500000,0.131000,-0.419000,0.868000,rotate_wrist
-204.925000,2.257000,15.802000,34.200000,-11.800000,-52.800000,0.129000,-0.415000,0.860000,rotate_wrist
-200.672000,1.837000,14.770000,34.000000,-11.400000,-52.200000,0.118000,-0.422000,0.854000,rotate_wrist
-197.487000,1.697000,12.722000,34.800000,-10.200000,-51.600000,0.116000,-0.441000,0.846000,rotate_wrist
-198.625000,1.960000,10.150000,34.200000,-9.600000,-51.300000,0.160000,-0.518000,0.815000,rotate_wrist
-202.037000,1.645000,11.777000,34.900000,-8.500000,-50.500000,0.167000,-0.584000,0.786000,rotate_wrist
-201.600000,0.315000,14.857000,34.200000,-7.900000,-50.100000,0.169000,-0.609000,0.742000,rotate_wrist
-201.407000,-2.170000,16.782000,35.200000,-6.400000,-49.300000,0.163000,-0.602000,0.693000,rotate_wrist
-207.567000,-4.532000,16.817000,33.400000,-6.100000,-49.300000,0.151000,-0.608000,0.688000,rotate_wrist
-217.367000,-5.267000,16.520000,33.900000,-5.400000,-48.600000,0.152000,-0.629000,0.707000,rotate_wrist
-225.977000,-5.775000,17.027000,34.200000,-4.200000,-47.200000,0.143000,-0.647000,0.701000,rotate_wrist
-239.050000,-6.317000,17.745000,34.900000,-3.400000,-47.100000,0.137000,-0.685000,0.676000,rotate_wrist
-244.020000,-5.740000,18.567000,34.200000,-2.800000,-46.000000,0.133000,-0.679000,0.640000,rotate_wrist
-248.412000,-6.510000,18.567000,33.700000,-1.800000,-46.000000,0.125000,-0.676000,0.573000,rotate_wrist
-249.392000,-8.400000,18.742000,34.600000,-1.300000,-44.200000,0.122000,-0.696000,0.519000,rotate_wrist
-246.680000,-10.377000,18.375000,34.200000,-0.400000,-42.700000,0.107000,-0.708000,0.471000,rotate_wrist
-242.217000,-11.760000,16.222000,33.900000,0.900000,-43.200000,0.098000,-0.728000,0.431000,rotate_wrist
-237.790000,-12.512000,13.667000,34.500000,0.300000,-41.800000,0.100000,-0.761000,0.394000,rotate_wrist
-227.832000,-14.245000,10.832000,34.800000,0.700000,-40.500000,0.081000,-0.831000,0.338000,rotate_wrist
-217.175000,-12.757000,9.152000,34.300000,0.900000,-39.100000,0.084000,-0.851000,0.330000,rotate_wrist
-205.660000,-10.062000,7.157000,34.200000,2.700000,-37.800000,0.094000,-0.851000,0.299000,rotate_wrist
-197.960000,-6.842000,5.582000,34.200000,2.200000,-36.900000,0.096000,-0.865000,0.274000,rotate_wrist
-193.742000,-3.990000,3.307000,34.500000,3.100000,-35.800000,0.094000,-0.874000,0.250000,rotate_wrist
-189.980000,-1.960000,0.875000,33.900000,3.400000,-34.800000,0.104000,-0.917000,0.221000,rotate_wrist
-184.765000,-1.890000,1.400000,34.300000,4.000000,-34.500000,0.112000,-0.985000,0.187000,rotate_wrist
-177.362000,-4.287000,4.707000,34.500000,3.300000,-34.000000,0.126000,-1.022000,0.115000,rotate_wrist
-179.847000,-6.212000,6.772000,33.900000,3.900000,-32.800000,0.133000,-1.020000,0.099000,rotate_wrist
-184.450000,-8.977000,7.752000,34.000000,3.900000,-32.500000,0.120000,-0.983000,0.074000,rotate_wrist
-190.347000,-13.230000,5.792000,33.900000,4.300000,-32.100000,0.097000,-0.935000,0.022000,rotate_wrist
-195.632000,-19.740000,3.167000,34.200000,4.900000,-31.200000,0.090000,-0.964000,-0.025000,rotate_wrist
-196.787000,-25.637000,3.132000,33.400000,4.600000,-28.900000,0.118000,-1.005000,-0.016000,rotate_wrist
-193.497000,-28.805000,4.865000,34.600000,4.900000,-28.300000,0.138000,-1.008000,-0.008000,rotate_wrist
-187.967000,-27.055000,8.820000,34.000000,4.200000,-27.600000,0.152000,-0.950000,-0.038000,rotate_wrist
-184.030000,-26.040000,10.360000,34.300000,4.800000,-26.200000,0.151000,-0.939000,-0.074000,rotate_wrist
-178.465000,-23.695000,10.675000,35.200000,4.600000,-25.600000,0.157000,-0.883000,-0.077000,rotate_wrist
-174.160000,-20.895000,8.662000,34.600000,4.900000,-25.300000,0.152000,-0.839000,-0.130000,rotate_wrist
-167.265000,-19.915000,6.860000,33.600000,4.800000,-23.500000,0.133000,-0.834000,-0.179000,rotate_wrist
